1962-02-07,0.018750
1962-05-09,0.018750
1962-08-08,0.018750
1962-11-07,0.021875
1963-02-06,0.020313
1963-05-08,0.020313
1963-08-07,0.020313
1963-11-06,0.025000
1964-02-05,0.021875
1964-05-06,0.021875
1964-08-05,0.023438
1964-11-04,0.026563
1965-02-03,0.023438
1965-05-05,0.023438
1965-08-04,0.023438
1965-11-03,0.028125
1966-02-03,0.025000
1966-05-09,0.025000
1966-08-08,0.025000
1966-11-04,0.028125
1967-05-08,0.025000
1967-11-03,0.032813
1968-02-05,0.026563
1968-05-03,0.026563
1968-08-02,0.028125
1968-11-07,0.032813
1969-02-06,0.028125
1969-05-02,0.028125
1969-08-06,0.028125
1969-11-05,0.032813
1970-05-07,0.028125
1970-08-06,0.028125
1970-11-04,0.032813
1971-02-08,0.028125
1971-05-06,0.028125
1971-08-05,0.029688
1971-11-05,0.032813
1972-02-04,0.029688
1972-05-04,0.029688
1972-08-04,0.029688
1972-11-02,0.029688
1973-02-05,0.029688
1973-05-03,0.029688
1973-08-02,0.034375
1973-11-02,0.039063
1974-02-04,0.034375
1974-05-06,0.034375
1974-08-06,0.039063
1974-11-04,0.048438
1975-02-05,0.039063
1975-03-31,0.039063
1975-05-05,0.039063
1975-08-06,0.039063
1975-11-05,0.039063
1976-02-04,0.039063
1976-05-10,0.043750
1976-08-09,0.043750
1976-11-05,0.043750
1977-02-04,0.046875
1977-05-09,0.046875
1977-08-09,0.046875
1977-11-04,0.046875
1978-02-03,0.050000
1978-05-09,0.050000
1978-08-08,0.053125
1978-11-06,0.053125
1979-02-05,0.056250
1979-05-08,0.056250
1979-08-07,0.062500
1979-11-02,0.068750
1980-02-04,0.075000
1980-05-07,0.081250
1980-08-07,0.087500
1980-11-05,0.093750
1981-02-03,0.093750
1981-05-11,0.093750
1981-08-07,0.093750
1981-11-05,0.093750
1982-02-03,0.187500
1982-05-07,0.093750
1982-08-09,0.093750
1982-11-05,0.093750
1983-02-04,0.093750
1983-05-09,0.093750
1983-08-09,0.100000
1983-11-04,0.100000
1984-02-06,0.100000
1984-05-08,0.106250
1984-08-07,0.106250
1984-11-02,0.106250
1985-02-04,0.106250
1985-05-07,0.106250
1985-08-07,0.106250
1985-11-05,0.112500
1986-02-04,0.112500
1986-05-07,0.112500
1986-08-07,0.112500
1986-11-05,0.112500
1987-02-04,0.112500
1987-05-07,0.112500
1987-08-07,0.125000
1987-11-05,0.125000
1988-02-05,0.125000
1988-05-09,0.137500
1988-08-09,0.137500
1988-11-07,0.137500
1989-02-06,0.137500
1989-05-09,0.137500
1989-08-08,0.150000
1989-11-07,0.150000
1990-02-06,0.150000
1990-05-08,0.150000
1990-08-07,0.150000
1990-11-05,0.167500
1991-02-05,0.167500
1991-05-07,0.167500
1991-08-07,0.167500
1991-11-05,0.167500
1992-02-05,0.167500
1992-05-07,0.180000
1992-08-07,0.180000
1992-11-05,0.180000
1993-02-04,0.180000
1993-05-07,0.180000
1993-08-09,0.180000
1993-11-05,0.180000
1994-02-04,0.180000
1994-05-09,0.180000
1994-08-09,0.180000
1994-11-07,0.187500
1995-02-06,0.187500
1995-05-09,0.187500
1995-08-10,0.187500
1995-11-09,0.187500
1996-02-08,0.187500
1996-05-09,0.197500
1996-08-09,0.197500
1996-11-07,0.197500
1997-02-06,0.197500
1997-05-09,0.205000
1997-08-11,0.205000
1997-11-07,0.205000
1998-02-06,0.205000
1998-05-11,0.205000
1998-08-11,0.205000
1998-11-09,0.205000
1999-02-08,0.205000
1999-05-10,0.205000
1999-08-11,0.205000
1999-11-09,0.220000
2000-02-09,0.220000
2000-05-11,0.220000
2000-08-10,0.220000
2000-11-09,0.220000
2001-02-07,0.220000
2001-05-10,0.220000
2001-06-18,0.010000
2001-08-09,0.230000
2001-11-07,0.230000
2002-02-07,0.230000
2002-05-09,0.230000
2002-08-09,0.230000
2002-11-07,0.230000
